sample_id,num_frames,motion_feature_path,traj_path,intrinsics_path
2011_DOtd-mykOhE_00027_001_a,44,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2011_DOtd-mykOhE_00027_001_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2011_DOtd-mykOhE_00027_001_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2011_DOtd-mykOhE_00027_001_a.npy
2011_PztgWdMEJdg_00004_000_b,70,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2011_PztgWdMEJdg_00004_000_b.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2011_PztgWdMEJdg_00004_000_b.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2011_PztgWdMEJdg_00004_000_b.npy
2011_wY6sZJKyxo8_00000_000_a,113,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2011_wY6sZJKyxo8_00000_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2011_wY6sZJKyxo8_00000_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2011_wY6sZJKyxo8_00000_000_a.npy
2012_W1fv8bPOwGk_00001_000_a,52,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2012_W1fv8bPOwGk_00001_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2012_W1fv8bPOwGk_00001_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2012_W1fv8bPOwGk_00001_000_a.npy
2015_9F_FhwkKdSw_00061_000_a,62,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2015_9F_FhwkKdSw_00061_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2015_9F_FhwkKdSw_00061_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2015_9F_FhwkKdSw_00061_000_a.npy
2017_1rP402h6Euo_00005_001_a,99,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_1rP402h6Euo_00005_001_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_1rP402h6Euo_00005_001_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_1rP402h6Euo_00005_001_a.npy
2012_oR_XFDHk0Kk_00000_000_a,75,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2012_oR_XFDHk0Kk_00000_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2012_oR_XFDHk0Kk_00000_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2012_oR_XFDHk0Kk_00000_000_a.npy
2017_jdYgR4Vqwuw_00008_000_a,118,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_jdYgR4Vqwuw_00008_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_jdYgR4Vqwuw_00008_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_jdYgR4Vqwuw_00008_000_a.npy
2017_QRWluPmgyow_00004_001_a,34,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_QRWluPmgyow_00004_001_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_QRWluPmgyow_00004_001_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_QRWluPmgyow_00004_001_a.npy
2016_Fjr_CQHJiCo_00004_000_a,85,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2016_Fjr_CQHJiCo_00004_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2016_Fjr_CQHJiCo_00004_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2016_Fjr_CQHJiCo_00004_000_a.npy
2012_CwLcHWwjkV4_00008_000_a,61,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2012_CwLcHWwjkV4_00008_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2012_CwLcHWwjkV4_00008_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2012_CwLcHWwjkV4_00008_000_a.npy
2017_LpDRf3h6OHw_00008_000_b,14,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_LpDRf3h6OHw_00008_000_b.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_LpDRf3h6OHw_00008_000_b.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_LpDRf3h6OHw_00008_000_b.npy
2012_wrrxHvC1J7I_00009_001_a,35,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2012_wrrxHvC1J7I_00009_001_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2012_wrrxHvC1J7I_00009_001_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2012_wrrxHvC1J7I_00009_001_a.npy
2019_O4PP1tdCHJA_00007_003_c,18,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2019_O4PP1tdCHJA_00007_003_c.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2019_O4PP1tdCHJA_00007_003_c.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2019_O4PP1tdCHJA_00007_003_c.npy
2017_-arTRBtT9d4_00033_000_a,112,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_-arTRBtT9d4_00033_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_-arTRBtT9d4_00033_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_-arTRBtT9d4_00033_000_a.npy
2017_hY6HUmWzaO8_00027_004_a,38,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_hY6HUmWzaO8_00027_004_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_hY6HUmWzaO8_00027_004_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_hY6HUmWzaO8_00027_004_a.npy
2012_D8V0rLDKZL8_00000_000_a,80,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2012_D8V0rLDKZL8_00000_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2012_D8V0rLDKZL8_00000_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2012_D8V0rLDKZL8_00000_000_a.npy
2019_vcdDRblTOmM_00038_001_a,35,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2019_vcdDRblTOmM_00038_001_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2019_vcdDRblTOmM_00038_001_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2019_vcdDRblTOmM_00038_001_a.npy
2015_t31U3QAkClM_00023_001_c,129,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2015_t31U3QAkClM_00023_001_c.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2015_t31U3QAkClM_00023_001_c.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2015_t31U3QAkClM_00023_001_c.npy
2019_eUogxXRPC7E_00006_000_a,168,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2019_eUogxXRPC7E_00006_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2019_eUogxXRPC7E_00006_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2019_eUogxXRPC7E_00006_000_a.npy
2012_4ZOT0aLogWU_00009_000_b,108,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2012_4ZOT0aLogWU_00009_000_b.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2012_4ZOT0aLogWU_00009_000_b.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2012_4ZOT0aLogWU_00009_000_b.npy
2016_7HZj_fM4yTg_00029_000_a,39,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2016_7HZj_fM4yTg_00029_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2016_7HZj_fM4yTg_00029_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2016_7HZj_fM4yTg_00029_000_a.npy
2017_3KdgZgQRDU0_00004_000_a,97,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_3KdgZgQRDU0_00004_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_3KdgZgQRDU0_00004_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_3KdgZgQRDU0_00004_000_a.npy
2017_Bxh85MB9FOE_00011_001_a,66,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_Bxh85MB9FOE_00011_001_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_Bxh85MB9FOE_00011_001_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_Bxh85MB9FOE_00011_001_a.npy
2017_f2Hz2k2PcfI_00000_000_a,38,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_f2Hz2k2PcfI_00000_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_f2Hz2k2PcfI_00000_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_f2Hz2k2PcfI_00000_000_a.npy
2014_XrvB53IDIqM_00008_000_a,42,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2014_XrvB53IDIqM_00008_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2014_XrvB53IDIqM_00008_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2014_XrvB53IDIqM_00008_000_a.npy
2019_Nwru3-Uif_Q_00018_000_a,99,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2019_Nwru3-Uif_Q_00018_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2019_Nwru3-Uif_Q_00018_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2019_Nwru3-Uif_Q_00018_000_a.npy
2011_ZoFNL5lwimk_00000_004_a,38,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2011_ZoFNL5lwimk_00000_004_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2011_ZoFNL5lwimk_00000_004_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2011_ZoFNL5lwimk_00000_004_a.npy
2014_OywTdKpHE8M_00026_000_a,65,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2014_OywTdKpHE8M_00026_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2014_OywTdKpHE8M_00026_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2014_OywTdKpHE8M_00026_000_a.npy
2016_DkVjSKOdczM_00019_000_a,74,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2016_DkVjSKOdczM_00019_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2016_DkVjSKOdczM_00019_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2016_DkVjSKOdczM_00019_000_a.npy
2017_hK62U-Gm_hI_00008_000_a,99,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_hK62U-Gm_hI_00008_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_hK62U-Gm_hI_00008_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_hK62U-Gm_hI_00008_000_a.npy
2011_6HJqPZ-KmZs_00010_000_a,106,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2011_6HJqPZ-KmZs_00010_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2011_6HJqPZ-KmZs_00010_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2011_6HJqPZ-KmZs_00010_000_a.npy
2017_QHU65AAx6uk_00002_001_b,34,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_QHU65AAx6uk_00002_001_b.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_QHU65AAx6uk_00002_001_b.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_QHU65AAx6uk_00002_001_b.npy
2015_TQCgzi4j3eM_00027_000_a,109,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2015_TQCgzi4j3eM_00027_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2015_TQCgzi4j3eM_00027_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2015_TQCgzi4j3eM_00027_000_a.npy
2015_xNGdLsWV0_k_00008_000_a,99,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2015_xNGdLsWV0_k_00008_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2015_xNGdLsWV0_k_00008_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2015_xNGdLsWV0_k_00008_000_a.npy
2019_1Ylk2e-x--8_00017_000_a,168,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2019_1Ylk2e-x--8_00017_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2019_1Ylk2e-x--8_00017_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2019_1Ylk2e-x--8_00017_000_a.npy
2017_ki3zzZ-GsGI_00002_000_a,58,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_ki3zzZ-GsGI_00002_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_ki3zzZ-GsGI_00002_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_ki3zzZ-GsGI_00002_000_a.npy
2011_Fh-7WQr_daM_00005_003_b,71,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2011_Fh-7WQr_daM_00005_003_b.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2011_Fh-7WQr_daM_00005_003_b.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2011_Fh-7WQr_daM_00005_003_b.npy
2015_2oGfncb2usc_00004_000_a,58,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2015_2oGfncb2usc_00004_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2015_2oGfncb2usc_00004_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2015_2oGfncb2usc_00004_000_a.npy
2016_LiI1LdPRcQM_00043_000_a,62,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2016_LiI1LdPRcQM_00043_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2016_LiI1LdPRcQM_00043_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2016_LiI1LdPRcQM_00043_000_a.npy
2017_oG-MKxVWwi4_00000_009_a,37,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_oG-MKxVWwi4_00000_009_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_oG-MKxVWwi4_00000_009_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_oG-MKxVWwi4_00000_009_a.npy
2017_lhzE7_0RSow_00023_000_a,124,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_lhzE7_0RSow_00023_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_lhzE7_0RSow_00023_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_lhzE7_0RSow_00023_000_a.npy
2016_8MoQTjNnlmA_00003_000_a,55,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2016_8MoQTjNnlmA_00003_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2016_8MoQTjNnlmA_00003_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2016_8MoQTjNnlmA_00003_000_a.npy
2014_aokJADOVMC0_00023_000_a,90,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2014_aokJADOVMC0_00023_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2014_aokJADOVMC0_00023_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2014_aokJADOVMC0_00023_000_a.npy
2017_RuZhnKanGQ4_00066_000_a,39,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_RuZhnKanGQ4_00066_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_RuZhnKanGQ4_00066_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_RuZhnKanGQ4_00066_000_a.npy
2015_VEc6d81jgQ0_00081_001_a,34,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2015_VEc6d81jgQ0_00081_001_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2015_VEc6d81jgQ0_00081_001_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2015_VEc6d81jgQ0_00081_001_a.npy
2017_fbkfr-S420o_00035_000_a,89,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2017_fbkfr-S420o_00035_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2017_fbkfr-S420o_00035_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2017_fbkfr-S420o_00035_000_a.npy
2018_IAaXyDc1gjk_00035_000_a,85,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2018_IAaXyDc1gjk_00035_000_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2018_IAaXyDc1gjk_00035_000_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2018_IAaXyDc1gjk_00035_000_a.npy
2016_kZgaz49f5aE_00066_001_a,55,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/smpl_rifke/2016_kZgaz49f5aE_00066_001_a.npy,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/traj/2016_kZgaz49f5aE_00066_001_a.txt,/data/public/ripemangobox/Motion/datasets/pulpmotion-data/intrinsics/2016_kZgaz49f5aE_00066_001_a.npy
