seed,family,variant,layer,layers,l2_vs_baseline,mean_abs_vs_baseline,max_abs_vs_baseline,allclose_vs_baseline,num_outputs
2,ca_output_perturbation,layer_15_ca_alpha_0p0,15,,1398.5928955078125,0.26738813519477844,38.03895950317383,False,
2,cfg_hidden_replacement,layer_00_hidden_cond_to_uncond,0,,1003.1767578125,0.15485014021396637,32.60635757446289,False,
2,cfg_hidden_replacement,layer_01_hidden_cond_to_uncond,1,,1433.228271484375,0.24951350688934326,35.66412353515625,False,
2,cfg_hidden_replacement,layer_02_hidden_cond_to_uncond,2,,1769.3406982421875,0.31976523995399475,63.196258544921875,False,
2,cfg_hidden_replacement,layer_03_hidden_cond_to_uncond,3,,1876.843994140625,0.34649497270584106,46.5311279296875,False,
2,cfg_hidden_replacement,layer_04_hidden_cond_to_uncond,4,,2017.903564453125,0.37976306676864624,47.62024688720703,False,
2,cfg_hidden_replacement,layer_05_hidden_cond_to_uncond,5,,2115.76806640625,0.4011143743991852,57.487308502197266,False,
2,cfg_hidden_replacement,layer_06_hidden_cond_to_uncond,6,,2154.427734375,0.41209983825683594,39.307579040527344,False,
2,cfg_hidden_replacement,layer_07_hidden_cond_to_uncond,7,,2115.042724609375,0.4046184718608856,45.88463592529297,False,
2,cfg_hidden_replacement,layer_08_hidden_cond_to_uncond,8,,2139.068603515625,0.4196823835372925,36.43427658081055,False,
2,cfg_hidden_replacement,layer_09_hidden_cond_to_uncond,9,,2242.25390625,0.44174277782440186,53.54692840576172,False,
2,cfg_hidden_replacement,layer_10_hidden_cond_to_uncond,10,,2395.261474609375,0.4772016704082489,45.22119903564453,False,
2,cfg_hidden_replacement,layer_11_hidden_cond_to_uncond,11,,2455.962646484375,0.50100177526474,47.22172164916992,False,
2,cfg_hidden_replacement,layer_12_hidden_cond_to_uncond,12,,2508.844970703125,0.5245155096054077,46.850494384765625,False,
2,cfg_hidden_replacement,layer_13_hidden_cond_to_uncond,13,,2445.423095703125,0.5209363102912903,33.213356018066406,False,
2,cfg_hidden_replacement,layer_14_hidden_cond_to_uncond,14,,2632.9765625,0.5641677379608154,43.10285949707031,False,
2,cfg_hidden_replacement,layer_15_hidden_cond_to_uncond,15,,3173.838134765625,0.7435775399208069,38.17353439331055,False,
