date	experiment_path	evaluator	protocol	data_source	condition_pair	prompt_pair	n/evaluable	coverage	role	used_for	limitations	sample_id	event_id	event_order	event_count	target_dimension	short_label	full_prompt	single_event_prompt	cosine_similarity	cosine_distance	l2_distance	source_models	source_evaluators
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_3_forward_back_forward	p1evt_3_forward_back_forward__event_02	2	3	direction_path	方向路径	a person takes three steps forward, then takes one step back, and then continues walking forward.	a person takes one step back.	0.921093	0.078907	4.664431	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_3_forward_back_forward	p1evt_3_forward_back_forward__event_03	3	3	order_transition	顺序转换	a person takes three steps forward, then takes one step back, and then continues walking forward.	a person continues walking forward.	0.943914	0.056086	3.614243	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_4_turn_steps_sit_return	p1evt_4_turn_steps_sit_return__event_01	1	4	direction_path	方向路径	person turns to left, takes three steps forward, sits down, and then walks back to starting place.	a person turns to the left.	0.889398	0.110602	5.046077	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_4_turn_steps_sit_return	p1evt_4_turn_steps_sit_return__event_02	2	4	count_duration	次数时长	person turns to left, takes three steps forward, sits down, and then walks back to starting place.	a person takes three steps forward.	0.876959	0.123041	5.318642	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_4_turn_steps_sit_return	p1evt_4_turn_steps_sit_return__event_03	3	4	posture	姿态	person turns to left, takes three steps forward, sits down, and then walks back to starting place.	a person sits down.	0.874337	0.125663	5.236543	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_4_turn_steps_sit_return	p1evt_4_turn_steps_sit_return__event_04	4	4	direction_path	方向路径	person turns to left, takes three steps forward, sits down, and then walks back to starting place.	a person walks back to the starting place.	0.897451	0.102549	4.780927	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_4_jump_lr_return_jump	p1evt_4_jump_lr_return_jump__event_01	1	4	left_right	左右	person jumps to the right, then jumps to the left, then turns around and walks back to the start before jumping once again.	a person jumps to the right.	0.926666	0.073334	3.976958	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_4_jump_lr_return_jump	p1evt_4_jump_lr_return_jump__event_02	2	4	left_right	左右	person jumps to the right, then jumps to the left, then turns around and walks back to the start before jumping once again.	a person jumps to the left.	0.911433	0.088567	4.354134	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_4_jump_lr_return_jump	p1evt_4_jump_lr_return_jump__event_03	3	4	direction_path	方向路径	person jumps to the right, then jumps to the left, then turns around and walks back to the start before jumping once again.	a person turns around and walks back to the start.	0.917338	0.082662	4.183234	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_4_jump_lr_return_jump	p1evt_4_jump_lr_return_jump__event_04	4	4	count_duration	次数时长	person jumps to the right, then jumps to the left, then turns around and walks back to the start before jumping once again.	a person jumps once again.	0.893083	0.106917	4.991916	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_5_step_bow_turn_bow_turn	p1evt_5_step_bow_turn_bow_turn__event_01	1	5	direction_path	方向路径	a man steps forward, bows, then turns to his right, bows again, and then turns once again to his right.	a man steps forward.	0.927382	0.072618	4.632495	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_5_step_bow_turn_bow_turn	p1evt_5_step_bow_turn_bow_turn__event_02	2	5	body_part	身体部位	a man steps forward, bows, then turns to his right, bows again, and then turns once again to his right.	a man bows.	0.877234	0.122766	5.381070	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_5_step_bow_turn_bow_turn	p1evt_5_step_bow_turn_bow_turn__event_03	3	5	direction_path	方向路径	a man steps forward, bows, then turns to his right, bows again, and then turns once again to his right.	a man turns to his right.	0.929779	0.070221	4.217265	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_5_step_bow_turn_bow_turn	p1evt_5_step_bow_turn_bow_turn__event_04	4	5	count_duration	次数时长	a man steps forward, bows, then turns to his right, bows again, and then turns once again to his right.	a man bows again.	0.924061	0.075939	4.274296	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_5_step_bow_turn_bow_turn	p1evt_5_step_bow_turn_bow_turn__event_05	5	5	count_duration	次数时长	a man steps forward, bows, then turns to his right, bows again, and then turns once again to his right.	a man turns once again to his right.	0.934582	0.065418	4.312779	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_5_stand_jog_fast_stop_squat	p1evt_5_stand_jog_fast_stop_squat__event_01	1	5	posture	姿态	from a squat a person stands up, jogs slowly in place, then faster, stops, backs up and squats again.	from a squat, a person stands up.	0.891156	0.108844	4.599671	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_5_stand_jog_fast_stop_squat	p1evt_5_stand_jog_fast_stop_squat__event_02	2	5	speed_transition	速度转换	from a squat a person stands up, jogs slowly in place, then faster, stops, backs up and squats again.	a person jogs slowly in place.	0.789894	0.210106	6.169256	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
2026-05-17	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516	clip/ViT-B/32_text_embedding_similarity_collapsed_by_sample_event	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/protocols/eval_contract.md	paperIDEAs/MoDebug/experiments/active/p1_text_pressure_20260516/eval/text_embedding/p1_full_single_embedding_similarity.tsv		full/single_event	30/30 unique decomposed events	10/10 samples；从 60 条模型标签重复行 折叠为 30 个 unique events；模型标签为 mogents,momask。	diagnostic	observation	仅为 CLIP 文本嵌入相似度；MoMask/MoGenTS 重复文本侧行按 (sample_id, event_id) 折叠；不是生成器传递、运动正确性或最终评估器证据。	p1evt_5_stand_jog_fast_stop_squat	p1evt_5_stand_jog_fast_stop_squat__event_03	3	5	speed_transition	速度转换	from a squat a person stands up, jogs slowly in place, then faster, stops, backs up and squats again.	a person jogs faster in place.	0.824449	0.175551	5.717013	mogents,momask	mogents_clip/ViT-B/32_text_embedding_similarity;momask_clip/ViT-B/32_text_embedding_similarity
