status	setting	original_bytes	new_bytes	original_pages	new_pages	path	detail
replaced	ebook	151804200	1204862	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/DynVFX_Augmenting_Real_Videos_with_Dynamic_Content.pdf	qpdf ok
replaced	ebook	156213448	4645240	13	13	obsidian-vault/paperPDFs/SIGGRAPH_2024/Smooth_Bijective_Projection_in_a_High_order_Shell.pdf	qpdf ok
replaced	ebook	149965757	581297	9	9	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Robot_Motion_Diffusion_Model_Motion_Generation_for_Robotic_Characters.pdf	qpdf ok
replaced	ebook	161535809	3572347	17	17	obsidian-vault/paperPDFs/SIGGRAPH_2025/High_performance_CPU_Cloth_Simulation_Using_Domain_decomposed_Projective_Dynamics.pdf	qpdf ok
replaced	ebook	147730134	13524037	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Hierarchical_Light_Sampling_with_Accurate_Spherical_Gaussian_Lighting.pdf	qpdf ok
replaced	ebook	146605864	1285307	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Stochastic_Normal_Orientation_for_Point_Clouds.pdf	qpdf ok
replaced	ebook	151620159	5431857	18	18	obsidian-vault/paperPDFs/SIGGRAPH_2024/Computational_Homogenization_for_Inverse_Design_of_Surface_based_Inflatables.pdf	qpdf ok
replaced	ebook	161837830	2626475	25	25	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Curvature_Enthusiasm_Correspondence_Free_Interpolation_and_Matching_of_Articulated_3D_Shapes_using_Compressed_Normal_Cycles.pdf	qpdf ok
replaced	ebook	145366449	1374740	19	19	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Fast_and_Globally_Consistent_Normal_Orientation_based_on_the_Winding_Number_Normal_Consistency.pdf	qpdf ok
replaced	ebook	192363791	2914836	20	20	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/NURBS_Based_Grid_Shell_Form_finding_on_Domains_with_Topologically_Arbitrary_Boundaries.pdf	qpdf ok
replaced	ebook	234425415	4504581	22	22	obsidian-vault/paperPDFs/SIGGRAPH_2024/Universal_Facial_Encoding_of_Codec_Avatars_From_VR_Headsets.pdf	qpdf ok
replaced	ebook	151354180	3896133	17	17	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Real_time_Large_scale_Deformation_of_Gaussian_Splatting.pdf	qpdf ok
replaced	ebook	143425337	2904842	15	15	obsidian-vault/paperPDFs/SIGGRAPH_2024/Solid_Knitting.pdf	qpdf ok
replaced	ebook	144165771	2693709	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2024/Reach_for_the_Arcs_Reconstructing_Surfaces_From_SDFs_via_Tangent_Points.pdf	qpdf ok
replaced	ebook	144346871	1349837	16	16	obsidian-vault/paperPDFs/SIGGRAPH_2024/Curvature_driven_Conformal_Deformations.pdf	qpdf ok
replaced	ebook	171514807	2200640	18	18	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/High_Order_Directional_Fields.pdf	qpdf ok
