updated,model,prompt_id,base_id,category,condition,label,description,prompt,video_path,native_output_path,trace_summary_path,role,limitations
2026-05-10T17:40:20,mogents,m0gt_turn_walk_001__drop,m0gt_turn_walk_001,long_horizon,drop,OK,,"a man brings his arms down, turns to his left and walks, turns and continues walking, then turns one final time as he stops in a standing position.","/data/Life Me/ResearchWY Vault/linkedCodebases/mogents/outputs/modebug_m0_gt_paired_20260510_mogents/animations/a man brings his arms down, turns to his left and walks, turns and continues walking, then turns one/sample11_repeat0_len184.mp4","/data/Life Me/ResearchWY Vault/linkedCodebases/mogents/outputs/modebug_m0_gt_paired_20260510_mogents/joints/a man brings his arms down, turns to his left and walks, turns and continues walking, then turns one/sample11_repeat0_len184.npy",,human_diagnostic_label,M0_v2 synthetic battery; human OK/error label is diagnostic and not a final evaluator.
2026-05-10T17:40:20,mogents,m0gt_turn_walk_001__full,m0gt_turn_walk_001,long_horizon,full,OK,,"a man brings his arms down, turns to his left and walks, then turns around and walks again, turns and continues walking, then turns one final time as he stops in a standing position.","/data/Life Me/ResearchWY Vault/linkedCodebases/mogents/outputs/modebug_m0_gt_paired_20260510_mogents/animations/a man brings his arms down, turns to his left and walks, then turns around and walks again, turns an/sample10_repeat0_len184.mp4","/data/Life Me/ResearchWY Vault/linkedCodebases/mogents/outputs/modebug_m0_gt_paired_20260510_mogents/joints/a man brings his arms down, turns to his left and walks, then turns around and walks again, turns an/sample10_repeat0_len184.npy",/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/mogents/traces/m0gt_turn_walk_001__full/summary.json,human_diagnostic_label,M0_v2 synthetic battery; human OK/error label is diagnostic and not a final evaluator.
2026-05-10T17:40:20,mogents,m0gt_turn_walk_001__repeat,m0gt_turn_walk_001,long_horizon,repeat,OK,,"a man brings his arms down, turns to his left and walks, then turns around and walks again twice, turns and continues walking, then turns one final time as he stops in a standing position.","/data/Life Me/ResearchWY Vault/linkedCodebases/mogents/outputs/modebug_m0_gt_paired_20260510_mogents/animations/a man brings his arms down, turns to his left and walks, then turns around and walks again twice, tu/sample14_repeat0_len184.mp4","/data/Life Me/ResearchWY Vault/linkedCodebases/mogents/outputs/modebug_m0_gt_paired_20260510_mogents/joints/a man brings his arms down, turns to his left and walks, then turns around and walks again twice, tu/sample14_repeat0_len184.npy",,human_diagnostic_label,M0_v2 synthetic battery; human OK/error label is diagnostic and not a final evaluator.
2026-05-10T17:40:20,mogents,m0gt_turn_walk_001__replace,m0gt_turn_walk_001,long_horizon,replace,OK,,"a man brings his arms down, turns to his right and walks, then turns around and walks again, turns and continues walking, then turns one final time as he stops in a standing position.","/data/Life Me/ResearchWY Vault/linkedCodebases/mogents/outputs/modebug_m0_gt_paired_20260510_mogents/animations/a man brings his arms down, turns to his right and walks, then turns around and walks again, turns a/sample12_repeat0_len184.mp4","/data/Life Me/ResearchWY Vault/linkedCodebases/mogents/outputs/modebug_m0_gt_paired_20260510_mogents/joints/a man brings his arms down, turns to his right and walks, then turns around and walks again, turns a/sample12_repeat0_len184.npy",,human_diagnostic_label,M0_v2 synthetic battery; human OK/error label is diagnostic and not a final evaluator.
2026-05-10T17:40:20,mogents,m0gt_turn_walk_001__shuffle,m0gt_turn_walk_001,long_horizon,shuffle,OK,,"a man brings his arms down, turns one final time as he stops in a standing position, then turns to his left and walks, turns around and walks again, and continues walking.","/data/Life Me/ResearchWY Vault/linkedCodebases/mogents/outputs/modebug_m0_gt_paired_20260510_mogents/animations/a man brings his arms down, turns one final time as he stops in a standing position, then turns to h/sample13_repeat0_len184.mp4","/data/Life Me/ResearchWY Vault/linkedCodebases/mogents/outputs/modebug_m0_gt_paired_20260510_mogents/joints/a man brings his arms down, turns one final time as he stops in a standing position, then turns to h/sample13_repeat0_len184.npy",,human_diagnostic_label,M0_v2 synthetic battery; human OK/error label is diagnostic and not a final evaluator.
2026-05-10T23:05:16,momask,m0gt_long_horizon_001__drop,m0gt_long_horizon_001,long_horizon,drop,OK,,"a person who is standing with his hands by his sides, turns and steps backwards, jogs forward six steps, then stops and resumes his original position.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/1/sample1_repeat0_len196.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/1/sample1_repeat0_len196.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/momask/traces/m0gt_long_horizon_001__drop/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:16,momask,m0gt_long_horizon_001__full,m0gt_long_horizon_001,long_horizon,full,OK,turns and steps backwards缺少后退，,"a person who is standing with his hands by his sides, turns and steps backwards, jogs forward six steps, turns 180 degrees and jogs four steps, then stops and resumes his original position.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/0/sample0_repeat0_len196.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/0/sample0_repeat0_len196.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/momask/traces/m0gt_long_horizon_001__full/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:16,momask,m0gt_long_horizon_001__repeat,m0gt_long_horizon_001,long_horizon,repeat,OK,,"a person who is standing with his hands by his sides, turns and steps backwards, jogs forward six steps, turns 180 degrees and jogs six steps, then stops and resumes his original position.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/4/sample4_repeat0_len196.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/4/sample4_repeat0_len196.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/momask/traces/m0gt_long_horizon_001__repeat/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:16,momask,m0gt_long_horizon_001__replace,m0gt_long_horizon_001,long_horizon,replace,OK,,"a person who is standing with his hands by his sides, turns and steps backwards, jogs forward six steps, turns 90 degrees and jogs four steps, then stops and resumes his original position.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/2/sample2_repeat0_len112.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/2/sample2_repeat0_len112.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/momask/traces/m0gt_long_horizon_001__replace/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:16,momask,m0gt_long_horizon_001__shuffle,m0gt_long_horizon_001,long_horizon,shuffle,OK,,"a person who is standing with his hands by his sides, jogs forward six steps, turns and steps backwards, turns 180 degrees and jogs four steps, then stops and resumes his original position.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/3/sample3_repeat0_len164.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/3/sample3_repeat0_len164.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/momask/traces/m0gt_long_horizon_001__shuffle/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:21,momask,m0gt_object_sequence_001__drop,m0gt_object_sequence_001,long_horizon,drop,OK,,"a person walks forward and takes a couple steps, and then turns around and walks back. then bends down and looks like it sets something down.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/6/sample6_repeat0_len192.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/6/sample6_repeat0_len192.npy,,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:21,momask,m0gt_object_sequence_001__full,m0gt_object_sequence_001,long_horizon,full,OK,,"a person walks forward and takes a couple steps then bends down and picks something up, and then turns around and walks back. then bends down and looks like it sets something down.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/5/sample5_repeat0_len156.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/5/sample5_repeat0_len156.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/momask/traces/m0gt_object_sequence_001__full/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:21,momask,m0gt_object_sequence_001__repeat,m0gt_object_sequence_001,long_horizon,repeat,OK,,"a person walks forward and takes a couple steps then bends down and picks something up twice, and then turns around and walks back. then bends down and looks like it sets something down.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/9/sample9_repeat0_len196.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/9/sample9_repeat0_len196.npy,,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:21,momask,m0gt_object_sequence_001__replace,m0gt_object_sequence_001,long_horizon,replace,OK,,"a person walks forward and takes a couple steps then bends down and puts something down, and then turns around and walks back. then bends down and looks like it picks something up.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/7/sample7_repeat0_len196.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/7/sample7_repeat0_len196.npy,,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:21,momask,m0gt_object_sequence_001__shuffle,m0gt_object_sequence_001,long_horizon,shuffle,OK,,"a person walks back after turning around, then walks forward and takes a couple steps, bends down and picks something up, then bends down and looks like it sets something down.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/8/sample8_repeat0_len196.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/8/sample8_repeat0_len196.npy,,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T17:40:20,momask,m0gt_turn_walk_001__drop,m0gt_turn_walk_001,long_horizon,drop,OK,,"a man brings his arms down, turns to his left and walks, turns and continues walking, then turns one final time as he stops in a standing position.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/11/sample11_repeat0_len192.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/11/sample11_repeat0_len192.npy,,human_diagnostic_label,M0_v2 synthetic battery; human OK/error label is diagnostic and not a final evaluator.
2026-05-10T17:40:20,momask,m0gt_turn_walk_001__full,m0gt_turn_walk_001,long_horizon,full,OK,,"a man brings his arms down, turns to his left and walks, then turns around and walks again, turns and continues walking, then turns one final time as he stops in a standing position.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/10/sample10_repeat0_len188.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/10/sample10_repeat0_len188.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/momask/traces/m0gt_turn_walk_001__full/summary.json,human_diagnostic_label,M0_v2 synthetic battery; human OK/error label is diagnostic and not a final evaluator.
2026-05-10T17:40:20,momask,m0gt_turn_walk_001__repeat,m0gt_turn_walk_001,long_horizon,repeat,OK,,"a man brings his arms down, turns to his left and walks, then turns around and walks again twice, turns and continues walking, then turns one final time as he stops in a standing position.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/14/sample14_repeat0_len196.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/14/sample14_repeat0_len196.npy,,human_diagnostic_label,M0_v2 synthetic battery; human OK/error label is diagnostic and not a final evaluator.
2026-05-10T17:40:20,momask,m0gt_turn_walk_001__replace,m0gt_turn_walk_001,long_horizon,replace,OK,,"a man brings his arms down, turns to his right and walks, then turns around and walks again, turns and continues walking, then turns one final time as he stops in a standing position.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/12/sample12_repeat0_len196.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/12/sample12_repeat0_len196.npy,,human_diagnostic_label,M0_v2 synthetic battery; human OK/error label is diagnostic and not a final evaluator.
2026-05-10T17:40:20,momask,m0gt_turn_walk_001__shuffle,m0gt_turn_walk_001,long_horizon,shuffle,OK,,"a man brings his arms down, turns one final time as he stops in a standing position, then turns to his left and walks, turns around and walks again, and continues walking.",/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/animations/13/sample13_repeat0_len124.mp4,/data/Life Me/ResearchWY Vault/linkedCodebases/momask-codes/generation/modebug_m0_gt_paired_20260510_momask/joints/13/sample13_repeat0_len124.npy,,human_diagnostic_label,M0_v2 synthetic battery; human OK/error label is diagnostic and not a final evaluator.
2026-05-10T23:05:16,motiongpt,m0gt_long_horizon_001__drop,m0gt_long_horizon_001,long_horizon,drop,ERROR,"turns and steps backwards的后退改为了前进, jogs forward six steps步数错误, stops and resumes his original position没有归位","a person who is standing with his hands by his sides, turns and steps backwards, jogs forward six steps, then stops and resumes his original position.",/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/humanml_style_videos/001_m0gt_long_horizon_001__drop.mp4,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/demo_outputs/mgpt/debug--Instruct_HumanML3D/samples_2026-05-10-16-08-25/1/0_out.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/traces/m0gt_long_horizon_001__drop/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:16,motiongpt,m0gt_long_horizon_001__full,m0gt_long_horizon_001,long_horizon,full,ERROR,将turns and steps backwards的后退改为了前进,"a person who is standing with his hands by his sides, turns and steps backwards, jogs forward six steps, turns 180 degrees and jogs four steps, then stops and resumes his original position.",/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/humanml_style_videos/000_m0gt_long_horizon_001__full.mp4,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/demo_outputs/mgpt/debug--Instruct_HumanML3D/samples_2026-05-10-16-08-25/0/0_out.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/traces/m0gt_long_horizon_001__full/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:16,motiongpt,m0gt_long_horizon_001__repeat,m0gt_long_horizon_001,long_horizon,repeat,OK,turns and steps backwards的后退改为了前进，jogs forward six steps步数错误且没有重复，turns 180 degrees and jogs six steps步数错误且没有重复,"a person who is standing with his hands by his sides, turns and steps backwards, jogs forward six steps, turns 180 degrees and jogs six steps, then stops and resumes his original position.",/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/humanml_style_videos/004_m0gt_long_horizon_001__repeat.mp4,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/demo_outputs/mgpt/debug--Instruct_HumanML3D/samples_2026-05-10-16-08-25/4/0_out.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/traces/m0gt_long_horizon_001__repeat/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:16,motiongpt,m0gt_long_horizon_001__replace,m0gt_long_horizon_001,long_horizon,replace,ERROR,turns 90 degrees and jogs four steps，依然旋转180度,"a person who is standing with his hands by his sides, turns and steps backwards, jogs forward six steps, turns 90 degrees and jogs four steps, then stops and resumes his original position.",/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/humanml_style_videos/002_m0gt_long_horizon_001__replace.mp4,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/demo_outputs/mgpt/debug--Instruct_HumanML3D/samples_2026-05-10-16-08-25/2/0_out.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/traces/m0gt_long_horizon_001__replace/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:16,motiongpt,m0gt_long_horizon_001__shuffle,m0gt_long_horizon_001,long_horizon,shuffle,OK,将turns and steps backwards的后退改为了前进,"a person who is standing with his hands by his sides, jogs forward six steps, turns and steps backwards, turns 180 degrees and jogs four steps, then stops and resumes his original position.",/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/humanml_style_videos/003_m0gt_long_horizon_001__shuffle.mp4,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/demo_outputs/mgpt/debug--Instruct_HumanML3D/samples_2026-05-10-16-08-25/3/0_out.npy,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/traces/m0gt_long_horizon_001__shuffle/summary.json,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
2026-05-10T23:05:21,motiongpt,m0gt_object_sequence_001__drop,m0gt_object_sequence_001,long_horizon,drop,OK,,"a person walks forward and takes a couple steps, and then turns around and walks back. then bends down and looks like it sets something down.",/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/humanml_style_videos/006_m0gt_object_sequence_001__drop.mp4,/data/Life Me/ResearchWY Vault/artifacts/modebug_battery_m0_v2_20260508/results/motiongpt/demo_outputs/mgpt/debug--Instruct_HumanML3D/samples_2026-05-10-16-08-25/6/0_out.npy,,human_diagnostic_label,Human OK/ERROR label and description are diagnostic and not a final evaluator.
