paper_id,title,venue,year,canonical_paper_link,canonical_code_link,category,pdf_path,pdf_sha256,analysis_path,analysis_level,schema_version,first_seen_at,last_seen_at,status,notes
arxiv:2107.06857,Scalable Evaluation of Multi-Agent Reinforcement Learning with Melting Pot,ICML 2021,2021,https://arxiv.org/abs/2107.06857,N/A,Agentic_Reasoning_Benchmarks_Core_Mechanisms_of_Agentic_Reasoning_Multi_Agent_System_Game_based_reinforcement_learning_evaluation,paperPDFs/Agentic_Reasoning_Benchmarks_Core_Mechanisms_of_Agentic_Reasoning_Multi_Agent_System_Game_based_reinforcement_learning_evaluation/ICML_2021/2021_Scalable_Evaluation_of_Multi_Agent_Reinforcement_Learning_with_Melting_Pot.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Benchmarks_Core_Mechanisms_of_Agentic_Reasoning_Multi_Agent_System_Game_based_reinforcement_learning_evaluation/ICML_2021/arxiv_2107.06857.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2112.09332,WebGPT: Browser-assisted question-answering with human feedback,arXiv 2021,2021,https://arxiv.org/abs/2112.09332,N/A,Agentic_Reasoning_Foundational_Agentic_Reasoning_Agentic_Search_Post_Training_Search_RL_Based_Agentic_Search,paperPDFs/Agentic_Reasoning_Foundational_Agentic_Reasoning_Agentic_Search_Post_Training_Search_RL_Based_Agentic_Search/arXiv_2021/2021_WebGPT_Browser_assisted_question_answering_with_human_feedback.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Foundational_Agentic_Reasoning_Agentic_Search_Post_Training_Search_RL_Based_Agentic_Search/arXiv_2021/arxiv_2112.09332.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2201.11903,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,NeurIPS 2022,2022,https://arxiv.org/abs/2201.11903,N/A,Agentic_Reasoning_Foundational_Agentic_Reasoning_Tool_Use_Optimization_In_Context_Tool_Integration_Interleaving_Reasoning_and_Tool_Use,paperPDFs/Agentic_Reasoning_Foundational_Agentic_Reasoning_Tool_Use_Optimization_In_Context_Tool_Integration_Interleaving_Reasoning_and_Tool_Use/NeurIPS_2022/2022_Chain_of_Thought_Prompting_Elicits_Reasoning_in_Large_Language_Models.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Foundational_Agentic_Reasoning_Tool_Use_Optimization_In_Context_Tool_Integration_Interleaving_Reasoning_and_Tool_Use/NeurIPS_2022/arxiv_2201.11903.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2203.07540,ScienceWorld: Is your Agent Smarter than a 5th Grader,EMNLP 2022,2022,https://arxiv.org/abs/2203.07540,N/A,Agentic_Reasoning_Benchmarks_Applications_of_Agentic_Reasoning_Scientific_Discovery_Agents,paperPDFs/Agentic_Reasoning_Benchmarks_Applications_of_Agentic_Reasoning_Scientific_Discovery_Agents/EMNLP_2022/2022_ScienceWorld_Is_your_Agent_Smarter_than_a_5th_Grader.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Benchmarks_Applications_of_Agentic_Reasoning_Scientific_Discovery_Agents/EMNLP_2022/arxiv_2203.07540.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2203.14465,STaR: Bootstrapping Reasoning with Reasoning,NeurIPS 2022,2022,https://arxiv.org/abs/2203.14465,N/A,Agentic_Reasoning_Collective_Multi_agent_Reasoning_Multi_Agent_Memory_and_Evolution_From_Single_Agent_Evolution_to_Multi_Agent_Evolution_Inter_test_time_Evolution,paperPDFs/Agentic_Reasoning_Collective_Multi_agent_Reasoning_Multi_Agent_Memory_and_Evolution_From_Single_Agent_Evolution_to_Multi_Agent_Evolution_Inter_test_time_Evolution/NeurIPS_2022/2022_STaR_Bootstrapping_Reasoning_with_Reasoning.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Collective_Multi_agent_Reasoning_Multi_Agent_Memory_and_Evolution_From_Single_Agent_Evolution_to_Multi_Agent_Evolution_Inter_test_time_Evolution/NeurIPS_2022/arxiv_2203.14465.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2204.01691,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances",CoRL 2022,2022,https://arxiv.org/abs/2204.01691,N/A,Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Tree_Search_Algorithm_Simulation,paperPDFs/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Tree_Search_Algorithm_Simulation/CoRL_2022/2022_Do_As_I_Can_Not_As_I_Say_Grounding_Language_in_Robotic_Affordances.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Tree_Search_Algorithm_Simulation/CoRL_2022/arxiv_2204.01691.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2205.10625,Least-to-Most Prompting Enables Complex Reasoning in Large Language Models,ICLR 2023,2023,https://arxiv.org/abs/2205.10625,N/A,Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design,paperPDFs/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design/ICLR_2023/2023_Least_to_Most_Prompting_Enables_Complex_Reasoning_in_Large_Language_Models.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design/ICLR_2023/arxiv_2205.10625.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2205.11916,Large Language Models are Zero-Shot Reasoners,NeurIPS 2022,2022,https://arxiv.org/abs/2205.11916,N/A,Agentic_Reasoning_Applications_Autonomous_Web_Exploration_Research_Agents_Collective_multi_agent_reasoning,paperPDFs/Agentic_Reasoning_Applications_Autonomous_Web_Exploration_Research_Agents_Collective_multi_agent_reasoning/NeurIPS_2022/2022_Large_Language_Models_are_Zero_Shot_Reasoners.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Applications_Autonomous_Web_Exploration_Research_Agents_Collective_multi_agent_reasoning/NeurIPS_2022/arxiv_2205.11916.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2206.08853,MineDojo: Building Open-Ended Embodied Agents with Internet-Scale Knowledge,NeurIPS 2022,2022,https://arxiv.org/abs/2206.08853,N/A,Agentic_Reasoning_Applications_Embodied_Agents_Foundational_Agentic_Reasoning,paperPDFs/Agentic_Reasoning_Applications_Embodied_Agents_Foundational_Agentic_Reasoning/NeurIPS_2022/2022_MineDojo_Building_Open_Ended_Embodied_Agents_with_Internet_Scale_Knowledge.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Applications_Embodied_Agents_Foundational_Agentic_Reasoning/NeurIPS_2022/arxiv_2206.08853.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2206.09889,Nocturne: a scalable driving benchmark for bringing multi-agent learning one step closer to the real world,NeurIPS 2022,2022,https://arxiv.org/abs/2206.09889,N/A,Agentic_Reasoning_Benchmarks_Core_Mechanisms_of_Agentic_Reasoning_Simulation_centric_real_world_assessment,paperPDFs/Agentic_Reasoning_Benchmarks_Core_Mechanisms_of_Agentic_Reasoning_Simulation_centric_real_world_assessment/NeurIPS_2022/2022_Nocturne_a_scalable_driving_benchmark_for_bringing_multi_agent_learning_one_step_closer_to_the_real_world.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Benchmarks_Core_Mechanisms_of_Agentic_Reasoning_Simulation_centric_real_world_assessment/NeurIPS_2022/arxiv_2206.09889.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2206.10498,PlanBench: An Extensible Benchmark for Evaluating Large Language Models on Planning and Reasoning about Change,NeurIPS 2023,2023,https://arxiv.org/abs/2206.10498,N/A,Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design,paperPDFs/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design/NeurIPS_2023/2023_PlanBench_An_Extensible_Benchmark_for_Evaluating_Large_Language_Models_on_Planning_and_Reasoning_about_Change.pdf,cb1a34744f5dbd1c35726928dee865d7f719cee8287e121bdd5e83bdf47db825,PaperBite/papers/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design/NeurIPS_2023/arxiv_2206.10498.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,downloaded,managed_by=paperbite_sync_download_v1
arxiv:2206.10944,POGEMA: Partially Observable Grid Environment for Multiple Agents,arXiv 2022,2022,https://arxiv.org/abs/2206.10944,N/A,Agentic_Reasoning_Benchmarks_Core_Mechanisms_of_Agentic_Reasoning_Simulation_centric_real_world_assessment,paperPDFs/Agentic_Reasoning_Benchmarks_Core_Mechanisms_of_Agentic_Reasoning_Simulation_centric_real_world_assessment/arXiv_2022/2022_POGEMA_Partially_Observable_Grid_Environment_for_Multiple_Agents.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Benchmarks_Core_Mechanisms_of_Agentic_Reasoning_Simulation_centric_real_world_assessment/arXiv_2022/arxiv_2206.10944.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2207.01206,WebShop: Towards Scalable Real-World Web Interaction with Grounded Language Agents,NeurIPS 2022,2022,https://arxiv.org/abs/2207.01206,N/A,Agentic_Reasoning_Benchmarks_Applications_of_Agentic_Reasoning_Web_Agents,paperPDFs/Agentic_Reasoning_Benchmarks_Applications_of_Agentic_Reasoning_Web_Agents/NeurIPS_2022/2022_WebShop_Towards_Scalable_Real_World_Web_Interaction_with_Grounded_Language_Agents.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Benchmarks_Applications_of_Agentic_Reasoning_Web_Agents/NeurIPS_2022/arxiv_2207.01206.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2207.01780,CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning,arXiv 2022,2022,https://arxiv.org/abs/2207.01780,N/A,Agentic_Reasoning_Self_evolving_Agentic_Reasoning_Agentic_Feedback_Mechanisms_Validator_Driven_Feedback,paperPDFs/Agentic_Reasoning_Self_evolving_Agentic_Reasoning_Agentic_Feedback_Mechanisms_Validator_Driven_Feedback/arXiv_2022/2022_CodeRL_Mastering_Code_Generation_through_Pretrained_Models_and_Deep_Reinforcement_Learning.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Self_evolving_Agentic_Reasoning_Agentic_Feedback_Mechanisms_Validator_Driven_Feedback/arXiv_2022/arxiv_2207.01780.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2207.04429,"LM-Nav: Robotic Navigation with Large Pre-Trained Models of Language, Vision, and Action",CoRL 2022,2022,https://arxiv.org/abs/2207.04429,N/A,Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design,paperPDFs/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design/CoRL_2022/2022_LM_Nav_Robotic_Navigation_with_Large_Pre_Trained_Models_of_Language_Vision_and_Action.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design/CoRL_2022/arxiv_2207.04429.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2207.05608,Inner Monologue: Embodied Reasoning through Planning with Language Models,CoRL 2022,2022,https://arxiv.org/abs/2207.05608,N/A,Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Tree_Search_Algorithm_Simulation,paperPDFs/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Tree_Search_Algorithm_Simulation/CoRL_2022/2022_Inner_Monologue_Embodied_Reasoning_through_Planning_with_Language_Models.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Tree_Search_Algorithm_Simulation/CoRL_2022/arxiv_2207.05608.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2207.09814,NUWA-Infinity: Autoregressive over Autoregressive Generation for Infinite Visual Synthesis,CVPR 2022,2022,https://arxiv.org/abs/2207.09814,https://nuwa-infinity.microsoft.com/,Controllable_Video_video_generation_with_other_conditions_Image_guided_Video_Generation,paperPDFs/Controllable_Video_video_generation_with_other_conditions_Image_guided_Video_Generation/CVPR_2022/2022_NUWA_Infinity_Autoregressive_over_Autoregressive_Generation_for_Infinite_Visual_Synthesis.pdf,N/A,PaperBite/papers/Controllable_Video_video_generation_with_other_conditions_Image_guided_Video_Generation/CVPR_2022/arxiv_2207.09814.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2209.10529,Benchmarking and Analyzing 3D Human Pose and Shape Estimation Beyond Algorithms,NeurIPS 2022,2022,https://arxiv.org/abs/2209.10529,N/A,Human_Reconstruction_Motion_Interaction_Avatar,paperPDFs/Human_Reconstruction_Motion_Interaction_Avatar/NeurIPS_2022/2022_Benchmarking_and_Analyzing_3D_Human_Pose_and_Shape_Estimation_Beyond_Algorithms.pdf,79629844689b44df863b69cc7ccfa87dbf9599a88e36f0aeb50b4b20e37b85ad,PaperBite/papers/Human_Reconstruction_Motion_Interaction_Avatar/NeurIPS_2022/arxiv_2209.10529.md,none,2,2026-04-22T21:41:50+08:00,2026-04-22T22:30:10+08:00,downloaded,managed_by=paperbite_sync_download_v1
arxiv:2210.03350,Measuring and Narrowing the Compositionality Gap in Language Models,EMNLP 2023,2023,https://arxiv.org/abs/2210.03350,N/A,Agentic_Reasoning_Foundational_Agentic_Reasoning_Agentic_Search_In_Context_Search_Interleaving_Reasoning_and_Search,paperPDFs/Agentic_Reasoning_Foundational_Agentic_Reasoning_Agentic_Search_In_Context_Search_Interleaving_Reasoning_and_Search/EMNLP_2023/2023_Measuring_and_Narrowing_the_Compositionality_Gap_in_Language_Models.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Foundational_Agentic_Reasoning_Agentic_Search_In_Context_Search_Interleaving_Reasoning_and_Search/EMNLP_2023/arxiv_2210.03350.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2210.03629,ReAct: Synergizing Reasoning and Acting in Language Models,ICLR 2023,2023,https://arxiv.org/abs/2210.03629,N/A,Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design,paperPDFs/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design/ICLR_2023/2023_ReAct_Synergizing_Reasoning_and_Acting_in_Language_Models.pdf,N/A,PaperBite/papers/Agentic_Reasoning_Foundational_Agentic_Reasoning_Planning_Reasoning_In_context_Planning_Workflow_Design/ICLR_2023/arxiv_2210.03629.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2210.06366,A Generalist Framework for Panoptic Segmentation of Images and Videos,ICCV 2023,2023,https://arxiv.org/abs/2210.06366,https://github.com/google-research/pix2seq,Controllable_Video_video_editing_Video_Understanding,paperPDFs/Controllable_Video_video_editing_Video_Understanding/ICCV_2023/2023_A_Generalist_Framework_for_Panoptic_Segmentation_of_Images_and_Videos.pdf,N/A,PaperBite/papers/Controllable_Video_video_editing_Video_Understanding/ICCV_2023/arxiv_2210.06366.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2211.08428,CaDM: Codec-aware Diffusion Modeling for Neural-enhanced Video Streaming,arXiv 2022,2022,https://arxiv.org/abs/2211.08428,N/A,Controllable_Video_video_editing_Video_Understanding,paperPDFs/Controllable_Video_video_editing_Video_Understanding/arXiv_2022/2022_CaDM_Codec_aware_Diffusion_Modeling_for_Neural_enhanced_Video_Streaming.pdf,N/A,PaperBite/papers/Controllable_Video_video_editing_Video_Understanding/arXiv_2022/arxiv_2211.08428.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2211.11743,SinFusion: Training Diffusion Models on a Single Image or Video,ICML 2023,2023,https://arxiv.org/abs/2211.11743,https://yanivnik.github.io/sinfusion,Controllable_Video_video_editing_One_shot_Editing_Model,paperPDFs/Controllable_Video_video_editing_One_shot_Editing_Model/ICML_2023/2023_SinFusion_Training_Diffusion_Models_on_a_Single_Image_or_Video.pdf,N/A,PaperBite/papers/Controllable_Video_video_editing_One_shot_Editing_Model/ICML_2023/arxiv_2211.11743.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2211.15076,Refined Semantic Enhancement Towards Frequency Diffusion for Video Captioning,AAAI 2023,2023,https://arxiv.org/abs/2211.15076,N/A,Controllable_Video_video_editing_Video_Understanding,paperPDFs/Controllable_Video_video_editing_Video_Understanding/AAAI_2023/2023_Refined_Semantic_Enhancement_Towards_Frequency_Diffusion_for_Video_Captioning.pdf,N/A,PaperBite/papers/Controllable_Video_video_editing_Video_Understanding/AAAI_2023/arxiv_2211.15076.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
arxiv:2212.02802,Diffusion Video Autoencoders: Toward Temporally Consistent Face Video Editing via Disentangled Video Encoding,CVPR 2023,2023,https://arxiv.org/abs/2212.02802,https://diff-video-ae.github.io/,Controllable_Video_video_editing_Domain_specific_Editing_Model,paperPDFs/Controllable_Video_video_editing_Domain_specific_Editing_Model/CVPR_2023/2023_Diffusion_Video_Autoencoders_Toward_Temporally_Consistent_Face_Video_Editing_via_Disentangled_Video_Encoding.pdf,N/A,PaperBite/papers/Controllable_Video_video_editing_Domain_specific_Editing_Model/CVPR_2023/arxiv_2212.02802.md,none,2,2026-04-14T00:28:26+08:00,2026-04-14T00:31:05+08:00,waiting_pdf,managed_by=paperbite_sync_download_v1
